feature	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53	T54	T55	T56	T57	T58	T59	T60	T61	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76	T77	T78	T79	T80	T81	T82	T83	T84	T85	T86	T87	T88	T89	T90	T92	T93	T94	T95	T96	T97	T98	T99	T100
S21	0.000562172074741272	9.18755784202717e-05	0.0022252873686396	0.0113677719396801	2.18655798199685e-05	0.0506678620249109	0.0501237183475676	0	0.108797942108749	0.0158236339660213	0.00688108634583291	0.0051337950679296	0.00459561351908951	0	0.305338306059983	0	0.00136468909293402	0	0.0300663189389993	0.0166576406738129	0.0168618550741228	7.59240160942029e-05	1.45939710336341e-05	0	0.0160612948783403	0.00590393398451687	0.000868561010941007	0.0094875196501284	0.0356319578068126	0.0131706724265532	0.0111664176964417	0.00805293138803415	0	0.0520958442796079	0.0021752734501523	0	0	0	0.0019752189940358	0.000341551711983158	0.0225058634996946	0	0.0168797778972999	0	0	0.000342067745617693	0	0.00649328317565353	0	0.000201227327425247	0	0	0.000187095699221256	9.59321560799468e-06	0	0	0.00522670114168744	0	0.0186640363761618	0.00598533293147165	0.00518751886976849	0.0259268393071751	2.48065302793893e-05	0	0.002903432464415	3.55084623380836e-05	0.0163508196939227	0	0.00513896840065543	2.44442052982392e-05	0	0	0	0	0.00162542542463686	0	0.000116453837512166	0	0.000208219946739704	7.62089374332506e-05	0	0.0183767077144992	0.000566934688626433	0	0	0.000986360043433322	0	0	0.000277949045994378	0.000522960588786521	0	0.000158952137821968	0	0.000796987419502997	0.00179741444876158	0.000147877666728809	0	9.47211186050477e-05	0.000103407571563669
S22	0.239461533584329	0.290602214166295	0.00714860530886345	0.00188636948001293	0.00172617313216845	0.00848537157388873	0.0243199228695267	0.000153213690005362	0.017943339441571	0.00131407138412339	0.00442081595333777	0.0246569608310682	4.98348734150167e-06	5.29309764899117e-05	1.1326218898333e-05	0	3.46961691119675e-05	2.41460665220318e-06	0.00824516832081919	0.000117509325789348	0	0.00840024127447844	0	0.00483081047982009	0.00228849894449194	0.00268842808938487	8.43114656428303e-05	0.000424079300191974	0.0123892735654097	6.59900613370997e-06	0	5.5741100805384e-05	0.108864234567606	0.0126486073060683	0.00169988525547731	0	0.0509231539466478	0	0.00196856957639906	0.0150883991580759	0	0.0328562176479304	0.00789236805861518	0	0	0	0	0.00412717274480582	0.000495947722556598	0.000306621272104008	2.81374320697772e-05	0	0.00476701065215414	6.87188528925918e-06	6.70781571332241e-05	0.00483405603754129	0.00554543675525082	0.000462545289520942	0	0.00537830652880525	0.00227115505804543	0.00438942109698826	0	0	0.00273416320453878	3.94907708562458e-06	0.000685640972383044	1.48106502889766e-05	0.0025086097279725	0	0	0	0	0	0.00145230719324485	0	0.000147575801835928	0	0.00180250077394419	0.000126281904875594	0	0.00589894073620897	1.10567583298417e-05	0.000524635411695909	0	0.00256715317568832	0	0	0.000120985408443818	0	0.00223773557817063	0.00448230080547857	0	0.000147024501084517	0.000341414266309241	0.00155583594640552	0	0	8.02701256824466e-05
S23	8.97692242917388e-05	0	0.000578258266060467	0.0647658256808196	0.104166237788485	0.0199243155279516	0.0828289849431609	0.0167679892893133	0.0121859932531669	0.264223724963981	0.000934111464934267	2.56925178648954e-05	0.000248179141204048	0.000908925695483223	0	0.000360707744720368	0.00193417756548406	2.44246259716453e-05	0.0287748378033393	0	0	0.160389768492132	0	0.0404565173362172	0.0093454110857208	0.00099463280238418	0.000329728118054024	0.0191084804378635	2.07272342619954e-06	3.4132542472342e-05	0	3.89955767358416e-05	0	0.0155027464845112	0.00222815468836523	0	0	0.00582917229463177	0.00259721603593419	0.00670945239477092	0	0	0.00257337331020372	0	0	0.000113665216374016	0.000471917773401036	0.0044730290525823	0.000390774074269042	0.000573340242945892	0	0	0.00485221500737499	0.000820845961226679	0	0	0.0103611673432646	4.59689887157792e-05	0	0.0122940520775893	0.00322835177261562	0	0	0	0.000229841425332664	0.00190764165117831	0.0064224695257648	0	0	0	0	0.000973408708842777	0	0	0.000239487611443308	0	0.0176719908683056	0	0	0.000351785648560953	0	0	0.00302349781592784	0	0	0.00298397308992879	0	0	0.00130380978215218	0	0	0.00017636011512024	0.000651394725077784	0.00104800973593753	3.02135276582812e-05	0	0	0	0.000129560926956715
S24	0.0049091017529019	0.000126015219995749	1.55140661478966e-05	0.00424792000082814	0.0295688445986443	0.0346270485677277	0.0193437869410123	0	0.0745398167344554	0.114842128017946	0.0628437469639318	4.63107774414177e-05	0.0027760870207939	0	0.151338867692392	0.0258302763717113	0.0193006975245826	0	0.0310945083866977	0	0.0108297018788213	9.91782865616677e-05	0	0	0.0113382142009833	0.000132875361164209	0.0021608619712935	0.0506291607662812	0.0199796506482799	0.00190649031379752	0.0348159646268846	0.00946828838006846	0	1.16398067446918e-05	0.00246207934231943	0	0	0	0.0120189848667113	0.000436705460122924	0	0.000517797580183041	0.00398186637475697	0	0	0	0	2.39811377316605e-05	0	0.00152201355395512	9.52050200871685e-06	0.00935319134305532	0.00689339637732078	0.000232714697211335	0	0	0.010006374351023	0	0	0.00481045625376412	0.00314193880269522	3.17129407104889e-05	4.1291664387172e-05	0	0.00668139993746052	0	0	0	0.00372411000119778	0.004733988447302	0	0.000906603511599319	0	0	0.00047102421723645	0	0.000960438256895008	0.000305180714401233	0.00211429816064361	0.00141423264108142	0.000239262954277902	0	0.0007876602498497	0	0	0.00745809452024979	0	0.00501716339102837	0.0024677764068245	0.00244057157749401	0.00308643709105748	0	0	0.000136460400628842	0.00768178557659575	0.00865450929709603	0	0	0.000760358483015677
S25	0.00115438065757507	2.06892910540542e-05	0.000668911559989025	0.0115616531105114	0.000149640988924195	0.0347604021533113	0.036779982944937	0	0.198364658396415	0.00976508578637524	0.0107357891916426	0.0249085587738182	0.0536533153780011	3.37989011076735e-05	0.201215725872261	5.94111486331466e-05	7.36334090490917e-05	0	0.0191094660838142	0.0395041247253165	0	0.00260463934114537	0	0	0.0111603944170984	0.000942087113431039	0.000312268315401206	0.00288317072427783	0.0164805172643163	2.58956784733013e-05	0	0.0034890620802525	0.000338025602296405	0.00411316722913319	0.0039693274278785	0	0.055500655958838	0	0.000753201762492046	0.00197403697039917	0	0.000566660509078194	0.0103665351630936	0	0	0	0	0.000473004157645256	0	0.0013385950901588	0	0.0067974405699182	0.00388989163837789	0	0	0	0.019225974881588	0	0	0.00662549626124876	0.00620964796809338	0.0126507112132569	0	0	0.0047798494185867	0.0115795220245074	0.0179371649498433	0	0.00708479453480352	0	0	5.2172286741882e-06	0	0	0.00191613933176149	0	0.000211576172291191	0.0681761412950804	0.00384718316199544	6.47243442252916e-05	8.95131072554132e-05	0	0.00109213881085678	0	0	0.00286991455327577	0	0.00225887077433005	0.00276301216367534	0.00116552366567139	0	5.50404917076766e-05	0	3.53250525461121e-05	0.000969730019695157	1.98022704584679e-05	0	0	0.0014576732145617
S26	0	0.000252801936175806	0	0.117014141590498	0.0910157116335501	0.0684156344205949	0.00650193776657747	5.99092652573784e-06	0.0678574323003774	0	7.57629747283293e-05	4.85114170913243e-05	0.0143654167529672	0.00122040140898652	0	0.002743131983229	9.85718728324529e-06	0	0.18191072040764	0	0.00438042964887993	0	0.0100746732345931	0	0.0315679603398433	0.00662295484458734	0.0948929793734003	2.08816838669206e-05	0.00233719819218591	0	0	5.8846431694043e-05	0	2.04550518536386e-05	0	0	1.05328749759686e-05	0	0.0492500564326739	0.0241341777379205	0	0	0.00253701237042269	0	0	0	0	0.015025630911304	0.000307683241682039	0.000704248409805945	0	0.0535502013072073	0	0.0416365097838355	0	0	0.0108467716897111	0	2.72286127043816e-05	0.013928437703895	0	0	0	0	0.00788174677920978	0	9.88266180886133e-06	0	0.00781385385115642	0.00573313962212362	0	0.00324262208212997	0	0	4.04760311920459e-06	0	0	2.22534949587941e-05	0	0.00126359745874119	0	0	0	0	0	0.00572368519343985	0.00585898377581619	0.00164611400273051	0.00324223392167775	0	0	5.34658160986109e-05	0	0.00463935928624706	0	0	0	0	0.00022980364634019
S27	0.000510509143588299	0.18768093254498	0.00915352926283361	0.00367598441331472	0.0159355066269339	0.0320753449978749	0.0504302909589433	0.00914236824767145	0.100484763120576	0.00158157345204488	0.00635020615319418	0.0143267217615801	0.00496369059752324	0	0.140723503256965	0	0	0	0.00169761311277524	0	0.00476003072408699	0	0	0	0.00977116083584611	0.000374035167169067	0.00191340991424689	0.000290613338357466	0.0135724740110281	0.0102907548120736	0.0217481633481256	0.0183769070997812	0.000675129996815766	0.00340034580753207	0.00400669838753177	0	0.0296601519404678	0	0.000898499761895552	0.000707697924671559	0.00300140689772103	0	0.0427974802049735	0.00126167780782049	0	0	0	0.00392206893126014	0.019994622693722	0.00153784520210266	0	0	0.0157864805374409	0	0	0	0.00247863918495008	0	0	0.0169135130744837	0.0226728029669202	0.00856961318201564	2.05590242816729e-05	0	0.00363078198060167	0.00340416416771401	0.0296086188345024	0	0.00710281207525271	0	0	0	8.96057787441731e-05	2.69010387600582e-05	0.000605531530295095	0.000507828106205148	0.000964880918592851	0.00065498264141024	0.000269593016801631	0.000425168079905973	0	0.0112219905864536	0.00103665988475468	0.000477916234349514	0	0.00476383327501844	0	0	0.00106596566695029	0	0.00537193533565518	4.92447935988726e-05	0	0.001339285769062	0.00164991616953497	0.000234236359506289	0	0	0.000563581581587259
S28	0.000216405943418512	1.4884314527192e-05	0.0658124538908895	0	7.68968129013173e-06	0.159722754440341	0.0285636959757139	0	0.0332518496509704	0.0340712275973036	0.0766228742455791	0.000106423196372982	0.123491992738785	0.00128591391699947	2.26099025915218e-05	0.00700995357972986	0.000129321218033303	0	5.5484329900986e-05	0	0	4.6091611649457e-05	0	0	0.029205671304282	0.0547365981794957	0.0649172104129397	2.94445242170782e-05	0.0212528115903986	0	0	0	0.0261314711812203	0	0.0454421319281712	0	9.70088936587236e-05	0	0	0.0308736759455457	0	0	0	0	0	0.000447206458733274	0	1.22766247509696e-05	0	0.000639788900989162	0.00192323016272037	0	0	0.00667885732399975	0	0	0.00350679123129326	0.0419095623788746	0	0.0123413489218228	0.00272927274957484	0.0342774284980411	0	0	0	0	0	0	0	0	0	0.0030343914903566	0	0	0.00263387216490242	0.0114734295804406	0.000191758238015888	0	0	0.00156654238705409	0	0	0	0	0	0	0	0.00733803226873533	0.00558758714716796	0	0	0.000114003343498156	0	0.00258152662568484	0	0	0	0	0.00112287640535503
S29	0.275960206848214	2.79955774131827e-05	0.0382224609060195	0.0217721267860471	3.56115229869328e-05	0.0140518800794421	0.043292193261971	0	0.0202084648461348	0	0.068935221763936	4.22225946807821e-05	0.0272368864005581	0.000833890939458743	0	0.0135893571961968	0.0110178493188352	0	0.00544456499825371	0	0	9.67244875754714e-05	0	0	0.0504446472069157	0.00123681910364025	0.00772246907430088	0.072190225343681	0.0265135101971135	0.00960028934929255	0	0.0308742918861011	0	8.08973636452e-06	0.000520836735457952	0	0	0	0.0335961437680691	0.0178349183934723	0	0.00750875906469371	0	0	0	0.00568366549085907	0	0.00143888215867345	0	0.000190687648283114	0.000232549589764417	0.0374238603006272	0	0.000168822587276554	0	0	0.000602222260250752	0	0	0.0118576108135423	0.0051009042920738	0.00682760996238249	0	0	0	0	0	0	0.0152109236185257	0	0	0.00191918085551079	0	0	0	0	0	0	0	0.000325939439845306	0	0	0	0	0	0.0022936183039972	0	0.00270021720141883	0.00278116789676796	0.00966243746655703	0	6.27061284398395e-05	0	0.00102726399076295	0	0	0	0	0.000950137396251557
S30	0.519995297510442	0.000431109811548504	0.00814245631420281	0	4.02708482068723e-05	0.0449626428204898	0.0409262604221474	2.97373871531968e-05	0.00660736307217485	0.0131032768169119	0.00229634749997955	1.00539564263317e-05	0.00226025655698512	7.60569048783616e-05	0	0.00422565355460344	0.00164502304704824	0	0.00431514751896385	0	0	0.0067629481875031	0	1.66523798984646e-05	0.00102977323900177	5.68338916350476e-05	0.000818108268352934	0.00525827494792769	0.0194533400158754	0.00171012730173248	0	2.29577362695865e-05	0	0.0119620167990179	0	0	0	0	1.42237974650294e-05	0	3.59550787780345e-06	2.34402826701118e-05	0.005418837020683	0	0	0.209885138220429	0	3.68747092175652e-06	0	0.000194000497883788	0.00131635352058696	0.00276485728561395	0	0.00129557787394525	0	0	0.000286892927423586	0.000354965755092753	2.04698081978873e-05	0	0.00289143912133316	0.0169112954472639	0	0	1.65545557816428e-06	3.87001568684682e-06	3.56540012852648e-05	0	0.00308440079788351	0	0	0.00258427635097844	0	0	0.00050095890643143	0	1.51413859462004e-06	0	3.52197845561769e-05	0.00190931102341183	0	4.19365886645972e-06	0	0	0	0.00457749390018563	0	0	0.00016097231069788	0.00121126882424553	0	0.00232529114648905	0	0.00190753910018856	0	0	0	0	8.3433097627786e-06
S31	7.27434891944046e-05	2.52582506371878e-05	0.063929478695331	0.0123533444888259	0.016774648908607	0.016293514011979	0.0143968208736998	0	0.0181936516819486	4.52113467063364e-05	0.0016911671813355	0.455252449528035	0.00135591724703635	0.000304312574620665	6.24688973369685e-05	0.0253706439061888	0.00152829792645585	1.34474846637475e-05	0.0076575565204868	0	0.00483032972316753	0.00191905128940651	0	0	0.0667026981550273	0.007011976152237	0.000287867860186147	0.0033916924567216	0.0232265686140201	0.0081242473692964	0	1.95127748641652e-06	0	0.0226942470899211	0.0071628007864688	0.000461691830379315	0.0554807286039625	0	0.00227680698476924	0.000927644796810325	0.019728514453453	0	0.0132687757558132	0.000141507813917681	0	0.000152742468983009	0	0.0129696894227955	0.00149119722465071	0.000429197766550028	3.69790406496532e-05	0.00237708272309114	0.000137074255489363	0.000281000074193186	0	0	0.00488343018255287	0	0	0.0102066876223233	0.00137888836396252	0.00335240526842126	0	0	0	1.55376159930037e-05	3.94519611571598e-06	0	0.00654901096160777	0.000482609431039919	0	0.000551563843576468	0	2.30876577394973e-06	0.00207154274106596	0	0.000539388426833704	0	0	0.000212654824955487	0	0	0.00148669460799861	0.00399595148667591	0	0.00536902316284465	0	0.00247883435881322	0.000689141656476357	3.43652585418575e-05	0.00480286938780636	1.30611200209666e-05	0	0.00446418453303744	0.00120668139563558	0	0	0	0.0169281634934395
S32	0.000441940339205051	0.291202578354391	0.006192086365635	0	0.0945375361359069	0.0120120295653762	0.092671727375276	0.00736022802116202	0.00839900700450824	0.0246364161646947	0.0119198140979826	4.85695682323662e-05	0.101996185549937	5.72160779359551e-05	2.01837605211927e-06	0.0039213966357894	0.00216092007112177	0	0.0386969327653095	0.000754182904853216	0.0107969115869199	0.000395702742777165	0	0.0176731627674677	0.00913815952674451	0.000392254585266442	0.000100867661876898	0.00035395027002546	0.0124735701967898	0.00745615095794649	0	0.0220726211157529	0.00182853095215279	0.0100100231235363	0.00110003333131831	0	5.25759473002523e-06	0	5.88690295851687e-05	0.0122632062123427	0	0	0.00892371412241029	0	0	0.000487403770401777	0	0.0127536592418406	0.00372582149385431	0.000371768819258265	0.000395989216181815	0	0.00549282255066149	0.000604512251438281	0	0	0.000126289050735312	0.0131204762259907	0	0	0.002925077158778	0.0248218475863601	0.0302370752183545	0	0.00536685042504723	0	0.0198044350598702	0	0.00359366144645487	0	0	0.00035238463776995	0	0	0.00146356966959803	0	0.000770763330798122	1.25652277024162e-05	0.00858556649397408	0.00440637802418703	0	0	0.000169674306992777	0	0	0.0125846872177785	0	0	0.00217161506969999	0	0	0.00012265176254947	0	0.00269111767518983	0	0	0	0	0.00422789110961631
S33	0.0174078074338027	2.84414054330845e-05	8.33570000059925e-05	0.0239982141184987	0	0.165887764670232	0.100327574278526	0	0.123023052458899	0	0.0154089303392915	4.83297385526218e-05	0.00535106268484631	0.00298800215799121	0	0.0380311756099186	0.00853452957611603	0	0.0301666594342786	0	0.0371811751379696	0	0	0	0.0249619920713929	0.00422891415102557	0.00722849208192445	0.0221249034870428	0.00508015274595306	0	0	0.0815908205841311	0.000115505353242718	0.0373650493448319	0.00966387242099222	0	1.95269609621989e-05	0	0.0180460292697027	3.06187369110993e-06	0	0	0.00569557471757492	0	0	0.00613977012669552	0	1.54471196989515e-05	0	0.00121374925329283	3.87323701015245e-05	0.0213956450881391	0	0.00229284100408884	0.0211219189431342	0	0.00299125531204004	0	0	0.0265083840695607	0	0.000384627475468728	0	0	0.00756157762547568	0	0	0	0.00168749956277128	0	0	0.00431894432239823	0	0	7.68520195535075e-05	0	0.00541063297021211	2.21335024841673e-05	0	0.000472888456143336	0	0	0.000397737192552438	0.0208297677802819	0	0.00846380031311212	0	0.00113495699316697	0.000903667838731131	0	0	0.000278386137016775	0	0.00365527002916673	0.0124133580329415	0	0	0	0.000217817423671072
S34	0.000158527324004295	0	0.000293901667923987	0.00929118612129217	0.000188724332135302	0.000208713548424965	0.00761706968598307	0	0.0819486326035169	0.126305742351284	0.00768377507740676	0.00597232071082514	0.00974949179740352	0	0	0.00196204951376661	0.00598435773657922	8.77547020936421e-05	0.000690827959103802	0	0.00706200167367575	0.00209983163485176	0	0	0.0738530051751185	3.44956364279186e-06	3.59995936291589e-05	0.0604609977289924	0.0068426367656448	0.0324309631287992	0	0.00051744537328126	0	0.179635548605693	0.0045847065415053	0	0.0783099107478657	0	0.000280118128683168	0.00125687014538313	0	0	9.01208816436059e-06	0	0	0.000388562978339813	0	0.00366811867658059	0.00132193024189464	0	5.29548833931886e-06	0	0.000100468740868623	0.00114933679457804	0	0	0.0126519244585576	0	0.00525072115918475	0	0.0066778747320945	0.0137948317856391	0	0	0.000972728684773139	0	0	0.0211510882338925	0.00435925998631257	0	0	0.000282624232302565	0	0.0131356730435306	3.00890732315839e-05	0	0.000158388689385485	0.000242659960613072	0.00249712344072381	5.30577025672127e-05	0.000173474330028812	0	0.000419293953511026	0	0	0.0002746851310153	0	0.0150661071965432	0.000529304673995526	0	0	0	0	0.0016695114659217	0	0.000717734163228734	0	0	0.0028843598231061
S35	0.0228933239303543	0.000812216517797496	0.0286305847878048	0.00973373195520021	0.00107099484189346	0.000874018612147589	0.00282729115230844	0.00196520196614546	0.0107138121372323	0.00578383868977681	0.16465694907917	0.000298256033770954	0.00111305849965401	0.000299772625673525	0	0.0326029756557462	0.0227288550889239	0.000285967009432843	0.0144339055825894	0	0.00171690608549407	0.0240773794688094	0	0	0.0141509282232144	0.24158152166264	0.00030864031697205	0.000200862010737827	0.00675436098564647	0.00710542111669028	0	0.000193661321785946	0	0.000617003097859557	0.00011629503153622	0.00746658061620043	0.000327899955484865	1.17828398515439e-05	0.0196781836042392	0.000305860111785839	4.28795085790731e-05	0.000713440358522572	0.000248568806071165	0.000186052098990247	0	0	0	0.0112668030142144	0.0201464406142273	0.000391818452157345	0.000169240878747649	0.00789728446990075	0.000154353142386694	0.0363552905420034	0	0	0.000678456526218524	9.71282826618739e-05	0	0.000241184822749229	7.14838431859062e-05	0.00138056943842382	0	0	3.65924550009669e-05	0.000600018819396485	0.000380098643617135	0	0	0	0	0.00141269579539995	0	0	0.173705788535029	7.24597050017374e-06	0.00188329217362359	0	0.000356096332949636	0.000133718578677518	0	0.00141719704906694	0.000253189291301431	0	0	0.00743925062874224	0	0	0.00204155005848007	0	0	9.86342106261693e-05	0	0.00536866160938106	0	4.58152943976086e-06	0	0	0.000167437242175213
S36	0.000787263770239653	0.25385681136903	0.00232434460713218	0	0.000315939341038741	0.0131638692936265	0.12442653975623	2.52324827884286e-05	0.0197106698320037	0.000138634767630284	0.00182657539401934	0.0109247082156673	0.000243740507006755	0	0	1.01528338497437e-05	0	0	0.0146586202943442	4.93189637593696e-05	0.0202754959306908	0.00493034788395785	0	0	0.00958668291865088	0.00133869832170765	0.000479753994400598	0.00047537399309398	0.0469216032842621	0.00828046916260978	0.0486790513741393	0.015590509238927	0	0.000859391176837008	0.00236147913526721	0	4.32143639892903e-05	0	0.00149446926853793	0	0.00302015079970925	0.0232145619700349	0.00724438871162253	0	0	0	0	0.00357602912580335	0	0.0849266404304707	0	0	0.00277346618350331	4.05742147132632e-05	0	0	0.00844320328410018	0	0.0635445985464124	0.0103689213332214	0.0116804027290535	0.00831014876791189	4.99436541977264e-05	0.000929782910955216	0.0132669920033321	0.00605708968133054	5.85824849972312e-05	0	0.00370188465649985	0	0	0	0.000295533007389774	0	0.000245979084214187	0	0.000275993696168576	8.48512550630874e-05	0.000681536682607709	0.0249936289806847	0.000203390660290995	0.00395034988643441	0.000276755136375042	0.00195769674388612	0	0.00494539184883509	0	0	0.00321353867520477	0	0.000163615856418057	0.00130376090715563	0	0.00592941615964343	0.00781021180704765	0	0	0.000437826193590038	6.19499880141514e-05
S37	0.120504473497539	4.52037716105375e-05	0.000773285118039164	0.0140491882563139	0.109492474339704	0.0210862046531479	0.0546408758198339	0.00100046211178451	0.0382020673673109	0.000565556142009998	0.0300678009202691	0.00450424484674261	0.00184765944249846	0	0.00256352899532358	0.00302135782563297	8.99738748432006e-05	6.51637165327603e-06	0.00620846924623284	0.00584832262229484	0.00342948814120406	0.00446750754029768	0	0	0.0148245238602647	0.000305837234813777	0.000515029449710678	0.0150822685170953	0.0108288639760627	0.0129711190467809	0	0.0168016399676072	0	0.0163255137403167	0.00501778280761479	0	0.00892374725955686	0	0.000735901432346801	0.00481758350284303	0.00970920912969702	0.177215167384724	0.0140538396837893	0	0.00284166908704308	0	0	0.0184295383957837	0.000558529974671749	0.000224708369132751	0	0	0.00297709391278522	0.00157737316362363	0	0	0.0089633425995295	0	0	0.00419881980891154	0.00282191849942006	0.0238847057992188	0	0	0.00132761502460201	0.0235312011332169	0.0317853535935764	0	0.00132935188386597	0	0	6.00346111076394e-06	0	0	0.00137925924282808	0	0.000136604746460311	6.65103256988694e-05	0.00619750931951017	0.000948172983269465	4.3997501268561e-05	0.00844398274979195	9.02590229964222e-05	0	0	0.00779188968650258	0	0	0.00120425828548686	8.55945174620083e-05	0.000498949892719007	0.000187987262246624	0	0.000134898253344994	0.00116256706506971	0.000193742126372266	0	0	5.79326020825102e-05
S38	0.0158730016682417	0	8.00396899950059e-06	0	0.216123099201475	4.28067095002323e-05	7.9773508874409e-05	0	0.00229258090817348	0	0.0410819206610097	1.71967655653064e-05	0.0690216829623861	0.00670927928232183	0	0.0696815538263115	0.00346615804346932	1.65608342021883e-05	3.26276943807303e-05	0	0	0.0784604544371501	0	0	0.0161159715844621	0	0.11638458793311	3.47501275039628e-05	2.5921334957979e-05	3.03414821719123e-05	0	7.49664713821751e-06	0	5.80170262301985e-05	0	0	1.84172097561133e-05	0	1.5049327546008e-05	0	0	0	0.0313301923989867	0	0	0.0041793281758898	0	4.23620390802457e-05	0	0.000251247062202487	0.057391334536108	0.120725664996658	0	0.00201672840609538	0	0	8.60181875489115e-05	0	0	0	0	0	0	0	0	0	0	0	0.0080734084279913	0	0	0.00223451393706551	0	0	0	0	0.000306998113160127	0	0	0.000126434804062959	0	0	1.59542059835002e-05	0	0	0	0	0.00249613379297926	0.00425318758409748	0.00157680149893949	0	0	0	0.00838974628514723	0	0.00506709670694442	0	0	0.000688941756382329
S39	0	0.000103549075037823	0.201257198594579	0	4.98664894826889e-05	0.0056436516168435	0.233614668998641	0.00923627310201362	0.139667776544346	0	0.001069727629998	0.000117808384425096	0.00729236601221975	0	0.00296013998245955	0	0	0	0.0310140521451593	0.00226202538699951	0.00138558928917892	0.00835955101643374	0	0	0.00274473895619404	0.000448882591385774	0.00431027414615074	0.00345499245385234	0.00830264006342917	0.00428154833085182	0	0.0146013588497588	0	0.00174150614993953	0.00853854774221116	0	0	0	0.000744475380098272	1.69179845597158e-05	0	0	0	0	0	0.000432346100384632	0	0.00325147599352918	0.00166842805435861	0	0	0	0.000607313835281395	0	0	0.0843725139332822	0.0113990899342512	0	0	0.00129330975748315	0.00762120802643866	0.00190555753654239	0	0	0.0633588389844335	0	0.00423332870399362	0	0	0	0	0.00267786048238698	0	0	0.000315866155116183	0	0.000139077610589318	0.0029422837202714	0	0	0	0	0.00194645635183764	0	0	0.000632376290359624	0	0	0.0056536145795282	0	0	0	0	0.00931546790765128	0.00136317824492904	0	0	0	0.000639570780031061
S40	0.000318283526235533	2.98342747794311e-05	4.63106735679712e-06	0.00633796957909102	0.0202322184069329	0.0618628212746208	0.11050946256441	0.0174749355941503	0.0195405252385486	0.0348615791015744	0.00696667705128997	0.00599149299326469	0.174462573846362	0	0.101911933386773	0	0.00224762456829473	0.00882619026883163	0.00549569053133989	0.00303026851648118	0.0137934331742858	0.0010968597685752	0	0	0.00774192859160227	0.000775591700337304	0.000837831684009276	0.00399537195217644	0.00332409946871238	0.00491352012844308	0	0.0230596433161737	0	0.0105305875560204	0.00710379097656277	0	0.0321796939225853	0	0.00643888350167178	0.0035716526933513	0	0	0.0143099810879883	0.061665630386056	0	0	0	0.00388882907327224	0	0.000612291907424067	0	0	0.0118195830953068	0.00181676527044985	0	0	0.0112331459928853	0	0.018007880547811	0.006064870790596	0.000976785202027501	0.0190090316393739	0.00809123748122655	0	0.00125049269725836	0	0.0248783349108035	0	0.00311649592563481	0.00656029010945682	0	2.31682888468677e-05	0	4.29448953279791e-05	0.00019772533696311	0	0.000404845653636678	8.15144710520634e-06	0	0.000428727491116572	0	0.00248415641151631	0.00108496560337046	0.00202249186886743	0	0.00358485170553874	0	0	0.00213049755432491	0.000615166536344726	0.00182163660133604	1.76719571884593e-06	0	0.000592435196289527	0.000983722870072061	0.000442967162196701	0	0.000118913181608218	0.000112434533503948
S41	0.654164902873142	0.000302822294720724	0	0	0	0.00014675194412841	0.000606352289451685	0	0.000146156647434216	0.00214382613261152	0.000307167849842941	0.000149920339927989	0.000283733374794085	0	0	0	0	0	0.000218709774144978	0	0	0.000112625551130122	0	0	0	0	0	0	1.04571624516203e-05	0	0	3.49740213419105e-05	0	2.03174572703353e-05	0	0	0	0	0	0	0	0.000178783283623293	0	0	0	0	0	0	0	0.00718315999163264	0	0	0	0	0	0	0	0	0	0	0	2.93835955883075e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142660408496757	0.00109541897979709	0	0	0	7.53055079738786e-05	0	0	0	0	0	0	0.00813553183620726	0	0	0	0	0	0	0
S42	0.00634784156848077	0	0.00348231535910196	0.00615453959990303	0.0103662015310811	0.110229279250765	0.0805214667014421	0	0.079867958783652	2.33509805336535e-05	0.0036441095782019	0.0192952542680905	0.0750785103190481	0.00144985381976138	0	6.76167122663159e-05	0.00435903216035224	3.62761192986806e-05	0.00488986534786537	0.00842435742386519	0.0020597065925681	0.0122610098815912	0	0	0.00710628512935727	0.00373835532462584	6.95325295414106e-07	0.042094917408919	0.00616347291630647	0.0102731743259703	0	0.0180558648834742	0	0.00461887820654761	0.0140103459922465	0	0	0	0.00582122591692964	0.000717560462493127	0	0	0	0	0	0	0	0.0159781397587587	0.00147174913366721	4.85925119766391e-05	5.89439080624413e-05	0	0.00517114072774617	0.00244796179712083	0	0	0.0224744279473924	0	0.0308109073562366	0.00985522334760276	0.00555043332967958	0.00068084974926948	0.0771438885929345	0	0.0178263733040623	0	0.0161414820563459	0	0.0109391058717261	0	0	0.000553402405946468	0	0	0	0	0.00146230268162687	0.00262945613263847	0.000462433798735867	2.8746558149279e-06	0	0.00983377003998778	0.00161580688875536	0	0	0.00106353855929401	0	0.00123236951724864	0.00200511569096152	0.000491270831152235	7.14564527345265e-05	1.8954698830644e-06	0	0.000708698023191609	0.00307836016475671	2.640114099829e-05	0	0.000578950282599589	0.00282655766122286
